SFI,11/30/2019,0.126,0.126,0.121,0.121,740000,0
URC,11/30/2019,154,154,150,151,1123340,-49142825
VITA,11/30/2019,1.16,1.16,1.13,1.15,1947000,-90480
VMC,11/30/2019,0,0,0,0,0,0
CA,11/30/2019,66,70,65,70,4220,0
CAB,11/30/2019,67.9,67.9,67.85,67.9,280,0
CHP,11/30/2019,2.31,2.38,2.31,2.32,175000,16350
DAVIN,11/30/2019,0,0,0,0,0,0
EAGLE,11/30/2019,15.1,15.1,15.1,15.1,300,0
EEI,11/30/2019,10.4,10.42,10.4,10.4,71200,-5200
HLCM,11/30/2019,13.98,13.98,13.7,13.9,63500,-477848
MWIDE,11/30/2019,17.2,17.2,16.9,17.1,271700,-4244627.9999
PHN,11/30/2019,9.6,9.6,9.6,9.6,700,0
PNC,11/30/2019,0,0,0,0,0,0
SRDC,11/30/2019,0,0,0,0,0,0
T,11/30/2019,1.04,1.06,1.02,1.06,77000,0
VUL,11/30/2019,1.01,1.01,0.98,0.99,706000,0
CIP,11/30/2019,0,0,0,0,0,0
CROWN,11/30/2019,2.02,2.02,2.02,2.02,61000,0
EURO,11/30/2019,1.6,1.6,1.6,1.6,1000,0
LMG,11/30/2019,4.46,4.9,4.46,4.85,47000,0
MVC,11/30/2019,3.41,3.56,3.4,3.56,11000,0
PPC,11/30/2019,4.98,5,4.95,4.97,757000,-1500000
CIC,11/30/2019,0,0,0,0,0,0
GREEN,11/30/2019,2.01,2.04,1.95,1.99,6927000,5185420.0002
IMI,11/30/2019,8,8.1,7.8,8,39800,8836
ION,11/30/2019,1.39,1.39,1.34,1.39,17000,0
PMPC,11/30/2019,5.67,5.67,5.26,5.67,300,0
SSP,11/30/2019,0.95,0.95,0.95,0.95,132000,0
TECH,11/30/2019,5.43,5.43,5.23,5.24,245400,-31483
FYN,11/30/2019,0,0,0,0,0,0
FYNB,11/30/2019,0,0,0,0,0,0
PCP,11/30/2019,0,0,0,0,0,0
STN,11/30/2019,0,0,0,0,0,0
AAA,11/30/2019,0,0,0,0,0,0
ABA,11/30/2019,0.79,0.8,0.78,0.8,1926000,1600
ABG,11/30/2019,12.54,12.54,12.3,12.3,3200,0
AC,11/30/2019,803,806.5,802.5,804.5,294120,-33363125
AEV,11/30/2019,49,49.4,48.05,48.95,1965600,-62180465
AGI,11/30/2019,11.08,11.18,11.04,11.1,39623300,-18335314
ALLHC,11/30/2019,3.49,3.49,3.39,3.39,566000,25940
ANS,11/30/2019,6.89,6.9,6.88,6.9,17000,-68900
APO,11/30/2019,0.71,0.72,0.7,0.72,234000,0
ATN,11/30/2019,0.93,0.94,0.93,0.94,1446000,0
ATNB,11/30/2019,0.97,0.97,0.95,0.97,960000,-86490
BH,11/30/2019,0,0,0,0,0,0
COSCO,11/30/2019,7.07,7.07,6.98,7,766600,-1467100
DMC,11/30/2019,6.88,6.92,6.71,6.85,39619600,-87671697
FDC,11/30/2019,13.28,13.38,13.18,13.38,261600,-1722668
FJP,11/30/2019,3.99,4,3.99,3.99,20000,0
FJPB,11/30/2019,0,0,0,0,0,0
FPI,11/30/2019,0.21,0.21,0.21,0.21,50000,0
GTCAP,11/30/2019,875,895.5,875,893.5,35410,-1587135
HI,11/30/2019,5.4,5.4,5.4,5.4,7200000,0
JGS,11/30/2019,77.65,78.45,76.3,76.3,1274200,-19548078.5
JOH,11/30/2019,0,0,0,0,0,0
KPH,11/30/2019,5.21,5.21,5.21,5.21,1100,0
KPHB,11/30/2019,0,0,0,0,0,0
LIHC,11/30/2019,0.51,0.51,0.48,0.485,226000,0
LPZ,11/30/2019,4.03,4.08,4.03,4.06,107000,-315850
LTG,11/30/2019,12.04,12.06,11.5,11.5,3999000,-9448555.9996
MGH,11/30/2019,0,0,0,0,0,0
MHC,11/30/2019,0.56,0.58,0.55,0.56,220000,28560
MJIC,11/30/2019,0,0,0,0,0,0
MPI,11/30/2019,4.3,4.36,4.26,4.26,22571000,-22196310
PA,11/30/2019,0.043,0.044,0.039,0.039,233900000,182900
PRIM,11/30/2019,1.28,1.28,1.25,1.25,464000,12500
REG,11/30/2019,0,0,0,0,0,0
SGI,11/30/2019,0,0,0,0,0,0
SGP,11/30/2019,0,0,0,0,0,0
SM,11/30/2019,1089,1095,1060,1070,324795,-84599560
SMC,11/30/2019,160,160,158,160,37840,-607086
SOC,11/30/2019,0,0,0,0,0,0
SPM,11/30/2019,0,0,0,0,0,0
TFHI,11/30/2019,216,219,215,219,180,0
UNI,11/30/2019,0,0,0,0,0,0
WIN,11/30/2019,0.22,0.223,0.22,0.223,90000,0
ZHI,11/30/2019,0.213,0.216,0.212,0.212,360000,0
ALCO,11/30/2019,0.86,0.88,0.83,0.87,1305000,0
ALHI,11/30/2019,8.85,8.85,8.85,8.85,1000,0
ALI,11/30/2019,44.05,44.7,44.05,44.7,9193300,28234090
ARA,11/30/2019,1.59,1.59,1.59,1.59,2000,0
BEL,11/30/2019,2,2,1.98,1.98,635000,198000
BRN,11/30/2019,0.72,0.74,0.72,0.74,140000,0
CDC,11/30/2019,0.87,0.87,0.87,0.87,310000,169650
CEI,11/30/2019,0.19,0.19,0.188,0.19,2670000,0
CHI,11/30/2019,6.47,6.47,6.45,6.47,45100,-174043
CLI,11/30/2019,4.73,4.73,4.7,4.7,170000,0
CPG,11/30/2019,0.59,0.6,0.58,0.59,8974000,0
CPV,11/30/2019,0,0,0,0,0,0
CPVB,11/30/2019,0,0,0,0,0,0
CYBR,11/30/2019,0.425,0.425,0.415,0.415,140000,0
DD,11/30/2019,19.7,19.7,19.02,19.16,70000,-591852
DMW,11/30/2019,10.18,10.36,10.18,10.24,43200,0
ELI,11/30/2019,0.45,0.45,0.445,0.445,1120000,0
EVER,11/30/2019,0,0,0,0,0,0
FLI,11/30/2019,1.56,1.57,1.55,1.56,3977000,323700
GERI,11/30/2019,1.2,1.24,1.2,1.24,174000,0
HOUSE,11/30/2019,14.84,14.86,14.84,14.84,405400,-13356
IRC,11/30/2019,1.3,1.32,1.28,1.3,1218000,258000
KEP,11/30/2019,0,0,0,0,0,0
LAND,11/30/2019,0.76,0.76,0.76,0.76,28000,21280
MEG,11/30/2019,4.61,4.61,4.48,4.55,12819000,-35258710
MRC,11/30/2019,0.235,0.235,0.229,0.229,19330000,0
PHES,11/30/2019,0.395,0.395,0.395,0.395,20000,0
PMT,11/30/2019,0,0,0,0,0,0
PRMX,11/30/2019,2.02,2.02,2,2.02,434000,0
RLC,11/30/2019,26.85,26.85,25.75,26.2,445200,-3019650
RLT,11/30/2019,0.345,0.345,0.34,0.34,350000,0
ROCK,11/30/2019,0,0,0,0,0,0
SHNG,11/30/2019,3.24,3.25,3.24,3.25,30000,0
SLI,11/30/2019,2.45,2.45,2.42,2.42,215000,-2450
SMPH,11/30/2019,39.4,40,39.1,39.15,4864400,-37002470
STR,11/30/2019,5.5,5.5,5.49,5.49,1500,0
SUN,11/30/2019,1.44,1.45,1.37,1.37,8398000,0
TFC,11/30/2019,45.15,46,45.05,46,12030,0
VLL,11/30/2019,7.6,7.61,7.56,7.6,2180500,-8701299
ABS,11/30/2019,17.44,17.48,17.2,17.2,21000,0
GMA7,11/30/2019,5.25,5.25,5.2,5.2,122200,0
MB,11/30/2019,0.41,0.42,0.405,0.42,150000,0
MBC,11/30/2019,0,0,0,0,0,0
GLO,11/30/2019,1897,1930,1897,1930,23630,-7276920
PTT,11/30/2019,0,0,0,0,0,0
TEL,11/30/2019,1100,1100,1075,1087,99675,417085
APL,11/30/2019,0,0,0,0,0,0
DFNN,11/30/2019,5.7,5.7,5.64,5.64,1500,0
IMP,11/30/2019,0,0,0,0,0,0
IS,11/30/2019,0.103,0.106,0.103,0.103,820000,0
ISM,11/30/2019,4.23,4.31,4.2,4.26,3261000,86000
JAS,11/30/2019,2.28,2.29,2.28,2.29,10000,0
NOW,11/30/2019,3.04,3.1,2.93,2.94,1685000,-144280
TBGI,11/30/2019,0.295,0.3,0.295,0.295,5290000,73750
WEB,11/30/2019,2.79,2.79,2.75,2.79,94000,-27500
2GO,11/30/2019,10.1,10.1,9.8,9.84,7300,0
ATI,11/30/2019,18,18,18,18,110000,1800000
C,11/30/2019,5.85,5.97,5.85,5.93,422600,-121289
CEB,11/30/2019,91.9,92.6,91.1,92.6,196810,-4655038.5
ICT,11/30/2019,121.5,123.5,121,123.2,1208070,21875437
LBC,11/30/2019,13.98,13.98,13.98,13.98,2000,0
LSC,11/30/2019,0.9,0.9,0.9,0.9,18000,0
MAC,11/30/2019,18.3,18.4,18,18.24,166900,-1012382
MAH,11/30/2019,0.99,1.05,0.99,1.05,18000,0
MAHB,11/30/2019,0,0,0,0,0,0
PAL,11/30/2019,7.8,8,7.77,7.79,5100,0
PORT,11/30/2019,0,0,0,0,0,0
TUGS,11/30/2019,1.26,1.3,1.17,1.17,2857000,47400
ACE,11/30/2019,1.52,1.59,1.52,1.52,31000,0
BHI,11/30/2019,0,0,0,0,0,0
DWC,11/30/2019,0,0,0,0,0,0
GPH,11/30/2019,0,0,0,0,0,0
WPI,11/30/2019,0.62,0.63,0.62,0.63,179000,0
CEU,11/30/2019,7.09,7.09,7.08,7.08,4000,0
FEU,11/30/2019,910,910,910,910,70,0
IPO,11/30/2019,0,0,0,0,0,0
STI,11/30/2019,0.67,0.68,0.66,0.67,963000,13200
BCOR,11/30/2019,2.85,2.94,2.85,2.92,1333000,-87000
BLOOM,11/30/2019,11.18,11.46,11.18,11.46,1672100,10890490
EG,11/30/2019,0,0,0,0,0,0
LOTO,11/30/2019,2.6,2.6,2.53,2.53,32000,-30660
LR,11/30/2019,2.84,2.84,2.8,2.82,416000,0
MJC,11/30/2019,0,0,0,0,0,0
PHR,11/30/2019,0,0,0,0,0,0
PLC,11/30/2019,0.64,0.64,0.62,0.63,431000,-145950
PRC,11/30/2019,0,0,0,0,0,0
HOME,11/30/2019,11.5,11.52,11.44,11.52,1487400,-1281870
MRSGI,11/30/2019,2.29,2.29,2.23,2.24,452000,-455690
PGOLD,11/30/2019,40,40,39.65,39.95,100200,-2109790
RRHI,11/30/2019,76,76,74.7,76,279670,-446641
SEVN,11/30/2019,0,0,0,0,0,0
SSI,11/30/2019,2.68,2.68,2.61,2.65,696000,132520
WLCON,11/30/2019,18.34,18.34,17.96,18.1,475800,-2290662
APC,11/30/2019,0.475,0.475,0.47,0.47,540000,9500
ECP,11/30/2019,9.13,9.13,8.81,9.13,6500,0
HVN,11/30/2019,422,425,422,425,60,0
IPM,11/30/2019,4,4,4,4,59000,236000
PAX,11/30/2019,2.78,2.78,2.78,2.78,5000,-13899.9999
PHA,11/30/2019,0.52,0.52,0.495,0.5,16379000,-515810
PHC,11/30/2019,0,0,0,0,0,0
SBS,11/30/2019,9.05,9.05,9.05,9.05,2300,0
AB,11/30/2019,11.46,11.46,11.46,11.46,100,0
APX,11/30/2019,1.06,1.07,1.06,1.06,631000,-183880
AR,11/30/2019,0.0016,0.0016,0.0016,0.0016,16000000,0
AT,11/30/2019,2.56,2.56,2.55,2.55,218000,0
BC,11/30/2019,0,0,0,0,0,0
BCB,11/30/2019,0,0,0,0,0,0
COAL,11/30/2019,0,0,0,0,0,0
CPM,11/30/2019,2.53,2.53,2.53,2.53,100000,0
DIZ,11/30/2019,7.59,7.59,7.28,7.55,3900,0
FNI,11/30/2019,1.83,1.83,1.72,1.72,11672000,-10537810
GEO,11/30/2019,0.213,0.213,0.199,0.21,4710000,62850
LC,11/30/2019,0.101,0.103,0.099,0.099,1960000,0
LCB,11/30/2019,0.106,0.106,0.099,0.099,5370000,0
MA,11/30/2019,0,0,0,0,0,0
MAB,11/30/2019,0.0087,0.0097,0.0087,0.0097,10000000,0
MARC,11/30/2019,1.01,1.02,1.01,1.01,188000,0
NI,11/30/2019,1.04,1.06,1.04,1.05,22000,0
NIKL,11/30/2019,3.5,3.51,3.25,3.27,8277000,-7837180
OM,11/30/2019,0.51,0.53,0.51,0.51,56000,0
ORE,11/30/2019,0.81,0.81,0.81,0.81,46000,0
PX,11/30/2019,3.4,3.4,3.27,3.28,853000,-124710
SCC,11/30/2019,21.9,22,21.8,21.85,3639900,-9749660
UPM,11/30/2019,0,0,0,0,0,0
ACEX,11/30/2019,9.46,9.82,9.44,9.75,1129400,-20812
OPM,11/30/2019,0.012,0.012,0.012,0.012,15000000,0
OPMB,11/30/2019,0,0,0,0,0,0
OV,11/30/2019,0.011,0.011,0.011,0.011,40000000,0
PXP,11/30/2019,10.62,10.98,10.62,10.68,316800,-605332
8990P,11/30/2019,0,0,0,0,0,0
ACPA,11/30/2019,0,0,0,0,0,0
ACPB1,11/30/2019,509,509,509,509,80,0
ACPB2,11/30/2019,0,0,0,0,0,0
ALCPB,11/30/2019,0,0,0,0,0,0
ALCPC,11/30/2019,101,101,101,101,1480,0
BCP,11/30/2019,0,0,0,0,0,0
DDPR,11/30/2019,100.1,100.1,100.1,100.1,27000,0
DMCP,11/30/2019,0,0,0,0,0,0
FBP,11/30/2019,0,0,0,0,0,0
FBP2,11/30/2019,998,998,998,998,10,0
FGENG,11/30/2019,112,112,112,112,120,0
FPHPC,11/30/2019,0,0,0,0,0,0
GLOPA,11/30/2019,0,0,0,0,0,0
GLOPP,11/30/2019,500,503,500,503,11960,0
GTPPA,11/30/2019,999,1000,999,1000,14170,0
GTPPB,11/30/2019,1000,1000,982,995,20010,0
LRP,11/30/2019,0,0,0,0,0,0
MWP,11/30/2019,101,101,101,101,10,0
PNX3A,11/30/2019,0,0,0,0,0,0
PNX3B,11/30/2019,0,0,0,0,0,0
PNX4,11/30/2019,1025,1025,1024,1024,805,0
PNXP,11/30/2019,0,0,0,0,0,0
PRF2A,11/30/2019,0,0,0,0,0,0
PRF2B,11/30/2019,1026,1026,1026,1026,1765,0
PRF3A,11/30/2019,1049,1049,1048,1049,12065,0
PRF3B,11/30/2019,1066,1066,1066,1066,2000,0
SFIP,11/30/2019,0,0,0,0,0,0
SMC2A,11/30/2019,0,0,0,0,0,0
SMC2B,11/30/2019,0,0,0,0,0,0
SMC2C,11/30/2019,78.4,78.4,78.2,78.2,266010,0
SMC2D,11/30/2019,75.1,75.1,75.05,75.05,13400,0
SMC2E,11/30/2019,75,75.95,75,75.95,370720,0
SMC2F,11/30/2019,76.6,76.6,76.6,76.6,1047350,0
SMC2G,11/30/2019,75.6,75.6,75.6,75.6,1300,0
SMC2H,11/30/2019,0,0,0,0,0,0
SMC2I,11/30/2019,75.4,75.4,75.2,75.2,300,0
SMCP1,11/30/2019,0,0,0,0,0,0
TLII,11/30/2019,0,0,0,0,0,0
TLJJ,11/30/2019,0,0,0,0,0,0
ABSP,11/30/2019,0,0,0,0,0,0
GMAP,11/30/2019,5.08,5.08,5.05,5.05,350000,-808566
LRW,11/30/2019,1.4,1.4,1.33,1.33,51000,0
DNA,11/30/2019,0,0,0,0,0,0
IDC,11/30/2019,4.6,4.64,4.36,4.47,221000,-64020
KPPI,11/30/2019,12.04,12.2,11.64,11.7,805400,-57640
MFIN,11/30/2019,0,0,0,0,0,0
X,11/30/2019,0.9,0.9,0.88,0.89,1210000,0
FMETF,11/30/2019,117.4,117.4,116.5,116.5,8830,458952
DMPA1,11/30/2019,10.1,10.1,10.04,10.04,8860,0
DMPA2,11/30/2019,10,10,10,10,20,0
TECB2,11/30/2019,0.96,0.96,0.96,0.96,36100,0
^PREFERRED,11/30/2019,0.0,0.00,0.00,0.00,0,0
^DOLLAR,11/30/2019,1.82,1.82,1.80,1.80,12364,0
^SERVICE,11/30/2019,0.146,0.146,0.146,0.146,106,-2.1650
^SMALLMEDIUMEMERGING,11/30/2019,0.28,0.29,0.28,0.28,248797,-564
^INDUSTRIAL,11/30/2019,0.000,0.000,0.000,0.000,0,0.0000
^FINANCIAL,11/30/2019,1.89,1.89,1.88,1.88,0,-0.6
^WARRANTS,11/30/2019,1.4,1.4,1.33,1.33,51000,0
^MINING-OIL,11/30/2019,0.3793,0.3922,0.3793,0.3814,62359,-21619
^PHILDEPO,11/30/2019,2.54,2.54,2.52,2.52,175000,-404283
^PROPERTY,11/30/2019,0.225,0.225,0.223,0.225,56060,-223111
^EXCHANGETRADED,11/30/2019,117.4,117.4,116.5,116.5,8830,458952
^HOLDING,11/30/2019,0.005,0.005,0.005,0.005,8228,0.0000
